lbr_σ,rbr_σ,th_α,nIntervals,Power,Power_SDE,TypeI,TypeI_SDE
-2.5,6.0,-0.4,13,0.8958,0.004320702720623116,0.0798,0.0038322828705616187
-3.5,6.1,-0.4,13,1.0,0.0,0.8744,0.004686675580835525
-3.4,6.1,-0.4,13,0.9998,0.00019997999899988897,0.8056,0.0055965818139289275
-3.3,6.1,-0.4,13,0.9992,0.0003998399679871993,0.7294,0.006282923523328929
-3.2,6.1,-0.4,13,0.9984,0.0005652326954449903,0.6358,0.006805267959456115
-3.1,6.1,-0.4,13,0.9962,0.0008701218305501851,0.5246,0.007062504371680063
-3.0,6.1,-0.4,13,0.99,0.0014071247279470295,0.41,0.0069555733049116815
-2.9,6.1,-0.4,13,0.9868,0.0016140483264140506,0.3068,0.006521867217292913
-2.8,6.1,-0.4,13,0.9746,0.002225077077316648,0.219,0.005848743454794371
-2.7,6.1,-0.4,13,0.9554,0.0029192752525241594,0.1528,0.005088264144086861
-2.6,6.1,-0.4,13,0.9174,0.0038929998715643444,0.0942,0.004131013434981784
-2.5,6.1,-0.4,13,0.8668,0.004805366999512108,0.0668,0.0035309420839203806
-3.5,6.2,-0.4,13,0.9998,0.00019997999899988897,0.8446,0.005123491778074792
-3.4,6.2,-0.4,13,0.9994,0.0003463062228721987,0.7706,0.005946017827083939
-3.3,6.2,-0.4,13,0.9988,0.0004896039215529179,0.6958,0.00650634090714589
-3.2,6.2,-0.4,13,0.9972,0.000747283078893136,0.5804,0.006979052084631551
-3.1,6.2,-0.4,13,0.9954,0.000956957679315031,0.47,0.007058328414008518
-3.0,6.2,-0.4,13,0.9894,0.0014482845024372838,0.375,0.006846531968814577
-2.9,6.2,-0.4,13,0.9822,0.0018699283408729886,0.2882,0.0064053221620774085
-2.8,6.2,-0.4,13,0.9666,0.002541040731668817,0.1908,0.005556894096525504
-2.7,6.2,-0.4,13,0.9398,0.0033638061775316374,0.1338,0.004814510567025479
-2.6,6.2,-0.4,13,0.9006,0.004231303345306267,0.085,0.003943982758583004
-2.5,6.2,-0.4,13,0.8424,0.005152906752503871,0.0546,0.003213062090903318
-3.5,6.3,-0.4,13,0.9998,0.00019997999899988897,0.8184,0.005451998532648372
-3.4,6.3,-0.4,13,0.9994,0.0003463062228721987,0.7434,0.006176672890804563
-3.3,6.3,-0.4,13,0.9984,0.0005652326954449903,0.6378,0.0067972223738818486
-3.2,6.3,-0.4,13,0.9972,0.000747283078893136,0.5302,0.007058157833315999
-3.1,6.3,-0.4,13,0.9928,0.0011956721958797892,0.4356,0.007012169992234929
-3.0,6.3,-0.4,13,0.9884,0.00151429455523026,0.3354,0.006676928036155549
-2.9,6.3,-0.4,13,0.9778,0.002083610328252382,0.233,0.005978478067200716
-2.8,6.3,-0.4,13,0.9526,0.0030051036587778464,0.1578,0.005155563208806581
-2.7,6.3,-0.4,13,0.9198,0.0038410404840355443,0.1084,0.004396576850232462
-2.6,6.3,-0.4,13,0.8796,0.004602256837683007,0.0674,0.0035456237815086923
-2.5,6.3,-0.4,13,0.8062,0.005590018962400753,0.0614,0.0033949974963171916
-3.5,6.4,-0.4,13,0.9994,0.0003463062228721987,0.7862,0.005798095549402407
-3.4,6.4,-0.4,13,0.9986,0.000528779727296718,0.6838,0.006575979926976663
-3.3,6.4,-0.4,13,0.997,0.0007734339015067807,0.5992,0.0069305030120475385
-3.2,6.4,-0.4,13,0.9948,0.001017148956643026,0.492,0.007070162657251953
-3.1,6.4,-0.4,13,0.9894,0.0014482845024372838,0.3832,0.006875431041032991
-3.0,6.4,-0.4,13,0.9816,0.001900602009890549,0.2896,0.006414543475571742
-2.9,6.4,-0.4,13,0.9672,0.002518894995826545,0.2078,0.005737929243202639
-2.8,6.4,-0.4,13,0.9318,0.0035650739122772765,0.1422,0.004939213702604899
-2.7,6.4,-0.4,13,0.8908,0.004410790405358205,0.092,0.004087444189221426
-2.6,6.4,-0.4,13,0.8548,0.004982307898956065,0.0686,0.00357474586509307
-2.5,6.4,-0.4,13,0.7904,0.00575617650875996,0.0532,0.003173948959892077
-3.5,6.5,-0.4,13,0.9996,0.0002827861382741226,0.7368,0.006227772635541538
-3.4,6.5,-0.4,13,0.9986,0.000528779727296718,0.6534,0.006730058543578948
-3.3,6.5,-0.4,13,0.9968,0.0007987189743583135,0.5534,0.007030625007778469
-3.2,6.5,-0.4,13,0.9936,0.0011277446519491869,0.4534,0.007040290334922275
-3.1,6.5,-0.4,13,0.985,0.0017190113437671093,0.3348,0.006673963739787623
-3.0,6.5,-0.4,13,0.9722,0.002324958494253179,0.2544,0.006159231120846173
-2.9,6.5,-0.4,13,0.9508,0.0030587369942510594,0.1806,0.00544028749240332
-2.8,6.5,-0.4,13,0.9154,0.003935551803750016,0.1162,0.004532053839044722
-2.7,6.5,-0.4,13,0.8736,0.004699426347970569,0.0772,0.003774656540666978
-2.6,6.5,-0.4,13,0.818,0.0054566656485439905,0.0574,0.0032895361375124
-2.5,6.5,-0.4,13,0.7464,0.006152837394243407,0.0496,0.0030704996336101396
-3.5,5.5,-0.3,13,1.0,0.0,0.9406,0.0033428024171344617
-3.4,5.5,-0.3,13,1.0,0.0,0.9048,0.004150589355742145
-3.3,5.5,-0.3,13,1.0,0.0,0.841,0.005171440805036833
-3.2,5.5,-0.3,13,0.9994,0.0003463062228721987,0.7746,0.005909227360662307
-3.1,5.5,-0.3,13,0.999,0.0004469899327725404,0.6798,0.006598059714794949
-3.0,5.5,-0.3,13,0.9984,0.0005652326954449903,0.5566,0.007025616556573523
-2.9,5.5,-0.3,13,0.9962,0.0008701218305501851,0.45,0.007035623639735145
-2.8,5.5,-0.3,13,0.9916,0.0012906928372002353,0.3292,0.006645710797198446
-2.7,5.5,-0.3,13,0.9854,0.0016962806371588369,0.2396,0.006036420131170461
-2.6,5.5,-0.3,13,0.9702,0.002404660474994341,0.1602,0.005187214281288176
-2.5,5.5,-0.3,13,0.9406,0.0033428024171344617,0.0988,0.004219918482624991
-3.5,5.6,-0.3,13,1.0,0.0,0.9268,0.0036835243992676373
-3.4,5.6,-0.3,13,1.0,0.0,0.8768,0.004648048192521243
-3.3,5.6,-0.3,13,1.0,0.0,0.8096,0.005552438023066984
-3.2,5.6,-0.3,13,0.9996,0.0002827861382741226,0.7234,0.00632601675622188
-3.1,5.6,-0.3,13,0.9988,0.0004896039215529179,0.623,0.0068537726837122346
-3.0,5.6,-0.3,13,0.998,0.0006318227599572528,0.5094,0.007069818102327669
-2.9,5.6,-0.3,13,0.9932,0.0011622185680843365,0.394,0.00691034007846213
-2.8,5.6,-0.3,13,0.9906,0.0013646713890164155,0.289,0.006410600595888033
-2.7,5.6,-0.3,13,0.9778,0.002083610328252382,0.2014,0.005671649495517155
-2.6,5.6,-0.3,13,0.9578,0.002843208047259293,0.1314,0.004777740888746479
-2.5,5.6,-0.3,13,0.9282,0.0036508837286333834,0.0818,0.003875790500014158
-3.5,5.7,-0.3,13,1.0,0.0,0.8954,0.004328021256879407
-3.4,5.7,-0.3,13,1.0,0.0,0.8432,0.0051422516468955515
-3.3,5.7,-0.3,13,1.0,0.0,0.774,0.005914795009127535
-3.2,5.7,-0.3,13,0.9998,0.00019997999899988897,0.6694,0.006652873664815829
-3.1,5.7,-0.3,13,0.9982,0.0005994597567810576,0.581,0.006977664365674234
-3.0,5.7,-0.3,13,0.9974,0.0007201722016295889,0.452,0.0070384089111105224
-2.9,5.7,-0.3,13,0.992,0.0012598412598418905,0.342,0.006708740567349433
-2.8,5.7,-0.3,13,0.9842,0.0017635396224638695,0.248,0.00610730709887754
-2.7,5.7,-0.3,13,0.9676,0.0025040063897682043,0.171,0.005324640832957655
-2.6,5.7,-0.3,13,0.9446,0.0032351457463304493,0.1046,0.004328021256879406
-2.5,5.7,-0.3,13,0.9046,0.00415448769404845,0.0734,0.0036881550943527307
-3.5,5.8,-0.3,13,1.0,0.0,0.8706,0.004746696535486547
-3.4,5.8,-0.3,13,0.9998,0.00019997999899988897,0.81,0.005547972602672078
-3.3,5.8,-0.3,13,1.0,0.0,0.743,0.006179822003909174
-3.2,5.8,-0.3,13,0.9994,0.0003463062228721987,0.6234,0.006852334492711225
-3.1,5.8,-0.3,13,0.998,0.0006318227599572528,0.5162,0.0070673553752446895
-3.0,5.8,-0.3,13,0.9954,0.000956957679315031,0.4224,0.006985388178190243
-2.9,5.8,-0.3,13,0.9872,0.0015897270205919023,0.3034,0.006501514285149268
-2.8,5.8,-0.3,13,0.9732,0.002283933449117992,0.2136,0.005796120081571809
-2.7,5.8,-0.3,13,0.964,0.002634539808012019,0.1312,0.004774653076402515
-2.6,5.8,-0.3,13,0.9278,0.003660250264667705,0.095,0.0041466854233230665
-2.5,5.8,-0.3,13,0.8722,0.004721592104364798,0.057,0.0032787497617232093
-3.5,5.9,-0.3,13,1.0,0.0,0.8506,0.00504142122818556
-3.4,5.9,-0.3,13,0.9998,0.00019997999899988897,0.7754,0.005901776681644265
-3.3,5.9,-0.3,13,0.9992,0.0003998399679871993,0.675,0.006623820649745885
-3.2,5.9,-0.3,13,0.9976,0.0006919884392097831,0.5762,0.006988469932681975
-3.1,5.9,-0.3,13,0.9958,0.0009145884320283065,0.4684,0.007056931911248684
-3.0,5.9,-0.3,13,0.9934,0.0011451148414023853,0.3474,0.00673369497378668
-2.9,5.9,-0.3,13,0.9842,0.0017635396224638695,0.2578,0.006186099902200093
-2.8,5.9,-0.3,13,0.9624,0.0026902133744370524,0.1822,0.005458995511996689
-2.7,5.9,-0.3,13,0.9438,0.0032570403743275894,0.1198,0.004592340579704428
-2.6,5.9,-0.3,13,0.9036,0.004173896021704423,0.0762,0.003752160977356915
-2.5,5.9,-0.3,13,0.848,0.005077322128839178,0.0534,0.0031795735563122296
-3.5,6.0,-0.3,13,0.9994,0.0003463062228721987,0.8132,0.005511910013779252
-3.4,6.0,-0.3,13,0.9996,0.0002827861382741226,0.726,0.0063075193222058385
-3.3,6.0,-0.3,13,0.9992,0.0003998399679871993,0.6346,0.0068100343611467926
-3.2,6.0,-0.3,13,0.9974,0.0007201722016295889,0.5214,0.007064588310722713
-3.1,6.0,-0.3,13,0.9936,0.0011277446519491869,0.42,0.006979971346646059
-3.0,6.0,-0.3,13,0.9868,0.0016140483264140506,0.307,0.006523051433186772
-2.9,6.0,-0.3,13,0.9758,0.0021732169703000204,0.2186,0.005844895892999293
-2.8,6.0,-0.3,13,0.9546,0.002944107334999864,0.149,0.005035851467229747
-2.7,6.0,-0.3,13,0.9258,0.0037065984406191087,0.098,0.004204664076950738
-2.6,6.0,-0.3,13,0.8696,0.00476226500732582,0.0676,0.0035504996831432047
-2.5,6.0,-0.3,13,0.8142,0.005500515612194915,0.047,0.002993025225419926
-3.5,6.1,-0.3,13,0.9996,0.0002827861382741226,0.7626,0.006017328975550531
-3.4,6.1,-0.3,13,0.9992,0.0003998399679871993,0.6878,0.006553337470327619
-3.3,6.1,-0.3,13,0.9984,0.0005652326954449903,0.5852,0.006967653263474008
-3.2,6.1,-0.3,13,0.995,0.0009974968671630005,0.4648,0.007053523374881521
-3.1,6.1,-0.3,13,0.9912,0.0013207997577225725,0.3662,0.006813186625948243
-3.0,6.1,-0.3,13,0.9828,0.0018387038913321523,0.264,0.00623384311640901
-2.9,6.1,-0.3,13,0.9692,0.0024434140050347605,0.191,0.005559118635179501
-2.8,6.1,-0.3,13,0.9404,0.0033480692943844512,0.1228,0.004641554911880286
-2.7,6.1,-0.3,13,0.8948,0.004338962087873089,0.0824,0.0038887077545117737
-2.6,6.1,-0.3,13,0.8458,0.005107295957745155,0.0516,0.0031284961243383375
-2.5,6.1,-0.3,13,0.7774,0.0058830135134979936,0.0516,0.0031284961243383375
-3.5,6.2,-0.3,13,0.9994,0.0003463062228721987,0.726,0.0063075193222058385
-3.4,6.2,-0.3,13,0.9988,0.0004896039215529179,0.6406,0.0067857444691058035
-3.3,6.2,-0.3,13,0.9976,0.0006919884392097831,0.525,0.007062223445912767
-3.2,6.2,-0.3,13,0.9938,0.0011100954913880142,0.4164,0.0069715283833604235
-3.1,6.2,-0.3,13,0.9898,0.0014209827585160903,0.3098,0.0065394794899900095
-3.0,6.2,-0.3,13,0.9736,0.0022672908944376758,0.2302,0.005953284135668312
-2.9,6.2,-0.3,13,0.958,0.002836758713743558,0.1586,0.005166159889124609
-2.8,6.2,-0.3,13,0.9294,0.0036225858167888863,0.1126,0.004470374480957943
-2.7,6.2,-0.3,13,0.8904,0.004417869169633705,0.0674,0.0035456237815086923
-2.6,6.2,-0.3,13,0.8112,0.005534520033390429,0.0494,0.003064625262572897
-2.5,6.2,-0.3,13,0.7416,0.006190790579562517,0.0576,0.0032949124419322587
-3.5,6.3,-0.3,13,0.999,0.0004469899327725404,0.6814,0.006589294954697354
-3.4,6.3,-0.3,13,0.9996,0.0002827861382741226,0.5818,0.006975797588806602
-3.3,6.3,-0.3,13,0.9952,0.0009774415583552836,0.4806,0.00706574327300391
-3.2,6.3,-0.3,13,0.9932,0.0011622185680843365,0.368,0.006820205275503076
-3.1,6.3,-0.3,13,0.9832,0.0018175676053451238,0.289,0.006410600595888033
-3.0,6.3,-0.3,13,0.9682,0.0024814818153675857,0.2026,0.005684245596383041
-2.9,6.3,-0.3,13,0.9426,0.0032895361375124004,0.1376,0.004871678150288666
-2.8,6.3,-0.3,13,0.8994,0.00425393088801405,0.0864,0.003973286800622376
-2.7,6.3,-0.3,13,0.8456,0.005110002739725293,0.0646,0.003476401587849137
-2.6,6.3,-0.3,13,0.7734,0.005920345260202313,0.0514,0.0031227564746550444
-2.5,6.3,-0.3,13,0.682,0.006585985119934602,0.0542,0.0032019481569819336
-3.5,6.4,-0.3,13,0.9982,0.0005994597567810576,0.6342,0.0068116130248275265
-3.4,6.4,-0.3,13,0.9978,0.0006625948988635484,0.531,0.00705746413380897
-3.3,6.4,-0.3,13,0.993,0.0011790674280973083,0.4424,0.007023990888376778
-3.2,6.4,-0.3,13,0.9842,0.0017635396224638695,0.327,0.006634319859638967
-3.1,6.4,-0.3,13,0.9728,0.002300441696718263,0.2336,0.005983828874558496
-3.0,6.4,-0.3,13,0.9538,0.002968688599365047,0.1784,0.0054143040180617856
-2.9,6.4,-0.3,13,0.9246,0.003734028387679987,0.1088,0.004403692995657168
-2.8,6.4,-0.3,13,0.8782,0.004625251560726185,0.0682,0.0035650739122772756
-2.7,6.4,-0.3,13,0.8068,0.005583435501552786,0.0514,0.0031227564746550444
-2.6,6.4,-0.3,13,0.7396,0.006206316782118038,0.0492,0.0030587369942510585
-2.5,6.4,-0.3,13,0.641,0.006784084315513774,0.0634,0.003446170048038837
-3.5,6.5,-0.3,13,0.9964,0.0008469994096810277,0.584,0.0069705666914534285
-3.4,6.5,-0.3,13,0.994,0.0010921538353180842,0.4902,0.007069709470692555
-3.3,6.5,-0.3,13,0.9904,0.0013789735312905794,0.3864,0.006886146091973361
-3.2,6.5,-0.3,13,0.981,0.0019307511491644912,0.2804,0.006352571762680056
-3.1,6.5,-0.3,13,0.967,0.002526301644697245,0.2076,0.0057358912123575
-3.0,6.5,-0.3,13,0.9366,0.0034461700480388374,0.1354,0.0048387361986369955
-2.9,6.5,-0.3,13,0.8916,0.0043965768502324636,0.0834,0.00391010076596499
-2.8,6.5,-0.3,13,0.8518,0.00502467431780409,0.0612,0.0033898247742324378
-2.7,6.5,-0.3,13,0.76,0.0060398675482166,0.0508,0.0031054584202658392
-2.6,6.5,-0.3,13,0.6854,0.006566990787263219,0.057,0.0032787497617232093
-2.5,6.5,-0.3,13,0.5902,0.006955055139968338,0.0726,0.003669584172627738
-3.5,5.5,-0.2,13,1.0,0.0,0.874,0.0046930587040862805
-3.4,5.5,-0.2,13,1.0,0.0,0.8186,0.005449661273877487
-3.3,5.5,-0.2,13,0.9996,0.0002827861382741226,0.732,0.006263800763114996
-3.2,5.5,-0.2,13,0.9992,0.0003998399679871993,0.6274,0.0068376785534273255
-3.1,5.5,-0.2,13,0.9982,0.0005994597567810576,0.5048,0.007070741969553125
-3.0,5.5,-0.2,13,0.9952,0.0009774415583552836,0.3934,0.006908493902436334
-2.9,5.5,-0.2,13,0.9922,0.0012441189653726872,0.2916,0.006427588039070333
-2.8,5.5,-0.2,13,0.9822,0.0018699283408729886,0.1974,0.005629089446793327
-2.7,5.5,-0.2,13,0.963,0.0026694943341389592,0.1298,0.004752935093181896
-2.6,5.5,-0.2,13,0.9316,0.0035699142846852784,0.0892,0.004030964152656285
-2.5,5.5,-0.2,13,0.877,0.004644803548052382,0.061,0.003384641783113835
-3.5,5.6,-0.2,13,1.0,0.0,0.8562,0.004962288987957071
-3.4,5.6,-0.2,13,0.9998,0.00019997999899988897,0.7736,0.005918497106529664
-3.3,5.6,-0.2,13,0.9998,0.00019997999899988897,0.6762,0.006617455099961011
-3.2,5.6,-0.2,13,0.9988,0.0004896039215529179,0.5564,0.007025938229161996
-3.1,5.6,-0.2,13,0.9976,0.0006919884392097831,0.4586,0.007046787069296192
-3.0,5.6,-0.2,13,0.9944,0.0010553331227626706,0.3484,0.00673821103854725
-2.9,5.6,-0.2,13,0.9868,0.0016140483264140506,0.2406,0.006045025061982787
-2.8,5.6,-0.2,13,0.9748,0.0022165270131446627,0.1584,0.005163515081802318
-2.7,5.6,-0.2,13,0.9468,0.003173948959892078,0.0998,0.004238866829708148
-2.6,5.6,-0.2,13,0.9092,0.004063381842751183,0.0684,0.0035699142846852784
-2.5,5.6,-0.2,13,0.8562,0.004962288987957071,0.0504,0.0030938597253269257
-3.5,5.7,-0.2,13,1.0,0.0,0.8098,0.005550206482645489
-3.4,5.7,-0.2,13,0.9996,0.0002827861382741226,0.7256,0.006310382555756822
-3.3,5.7,-0.2,13,0.9988,0.0004896039215529179,0.6374,0.00679884166604871
-3.2,5.7,-0.2,13,0.998,0.0006318227599572528,0.5076,0.007070250914925156
-3.1,5.7,-0.2,13,0.9968,0.0007987189743583135,0.4008,0.0069305030120475385
-3.0,5.7,-0.2,13,0.991,0.0013355897573731246,0.3016,0.006490569158402058
-2.9,5.7,-0.2,13,0.9814,0.0019107087690174007,0.2054,0.005713332477635097
-2.8,5.7,-0.2,13,0.962,0.0027039230758288974,0.1348,0.004829678250152902
-2.7,5.7,-0.2,13,0.9264,0.003692777816224529,0.0828,0.0038972852089627723
-2.6,5.7,-0.2,13,0.8852,0.004508236018666281,0.0576,0.0032949124419322587
-2.5,5.7,-0.2,13,0.8102,0.005545736380319569,0.0514,0.0031227564746550444
-3.5,5.8,-0.2,13,1.0,0.0,0.7758,0.00589803967433248
-3.4,5.8,-0.2,13,0.9996,0.0002827861382741226,0.6778,0.006608890375849792
-3.3,5.8,-0.2,13,0.9982,0.0005994597567810576,0.5656,0.007009944935589723
-3.2,5.8,-0.2,13,0.996,0.0008926365441768563,0.4594,0.007047717928521259
-3.1,5.8,-0.2,13,0.9942,0.0010739050237334796,0.3474,0.00673369497378668
-3.0,5.8,-0.2,13,0.9856,0.0016847931623792855,0.2386,0.006027769736809793
-2.9,5.8,-0.2,13,0.9692,0.0024434140050347605,0.1664,0.005267087240591331
-2.8,5.8,-0.2,13,0.9438,0.0032570403743275894,0.1174,0.004552301395997414
-2.7,5.8,-0.2,13,0.9092,0.004063381842751183,0.0696,0.003598773124274438
-2.6,5.8,-0.2,13,0.8518,0.00502467431780409,0.0594,0.0033428024171344617
-2.5,5.8,-0.2,13,0.7702,0.0059496547799011,0.0542,0.0032019481569819336
-3.5,5.9,-0.2,13,1.0,0.0,0.7254,0.0063118117842660675
-3.4,5.9,-0.2,13,0.9992,0.0003998399679871993,0.6278,0.006836185486073355
-3.3,5.9,-0.2,13,0.9974,0.0007201722016295889,0.5088,0.007069972560059904
-3.2,5.9,-0.2,13,0.994,0.0010921538353180842,0.4072,0.006948210704922527
-3.1,5.9,-0.2,13,0.9882,0.0015271385005951512,0.3042,0.00650634090714589
-3.0,5.9,-0.2,13,0.9742,0.0022420686876186485,0.1996,0.005652607186069097
-2.9,5.9,-0.2,13,0.9646,0.00261330595223751,0.1502,0.005052523329980773
-2.8,5.9,-0.2,13,0.9218,0.0037969661573419387,0.0894,0.004035037546293714
-2.7,5.9,-0.2,13,0.877,0.004644803548052382,0.0588,0.0033269373303385203
-2.6,5.9,-0.2,13,0.8118,0.005527761934092315,0.0506,0.0030996657884359083
-2.5,5.9,-0.2,13,0.725,0.0063146654701575445,0.0594,0.0033428024171344617
-3.5,6.0,-0.2,13,0.9994,0.0003463062228721987,0.6784,0.00660565575851482
-3.4,6.0,-0.2,13,0.999,0.0004469899327725404,0.5794,0.0069813414183808545
-3.3,6.0,-0.2,13,0.9952,0.0009774415583552836,0.458,0.007046076922657033
-3.2,6.0,-0.2,13,0.9896,0.001434701362653564,0.356,0.006771469559851835
-3.1,6.0,-0.2,13,0.9816,0.001900602009890549,0.247,0.006099032710192658
-3.0,6.0,-0.2,13,0.967,0.002526301644697245,0.1756,0.005380792506685237
-2.9,6.0,-0.2,13,0.942,0.003305631558416638,0.1152,0.004515062790261061
-2.8,6.0,-0.2,13,0.9084,0.00407944702134983,0.0738,0.003697392594788928
-2.7,6.0,-0.2,13,0.849,0.005063575811617715,0.053,0.003168311853337673
-2.6,6.0,-0.2,13,0.7778,0.005879237365509237,0.043,0.0028688325151531584
-2.5,6.0,-0.2,13,0.6844,0.0065726195690911544,0.0684,0.0035699142846852784
-3.5,6.1,-0.2,13,0.9986,0.000528779727296718,0.6252,0.006845801048818173
-3.4,6.1,-0.2,13,0.9972,0.000747283078893136,0.5408,0.007047486927976525
-3.3,6.1,-0.2,13,0.9946,0.001036420763975709,0.4136,0.006964697265495466
-3.2,6.1,-0.2,13,0.988,0.0015398701243936133,0.3102,0.006541803421075873
-3.1,6.1,-0.2,13,0.9712,0.002365187518992946,0.2118,0.005778248177432326
-3.0,6.1,-0.2,13,0.9548,0.0029379230759160463,0.1358,0.0048447571662571486
-2.9,6.1,-0.2,13,0.9238,0.003752160977356916,0.089,0.004026884651936283
-2.8,6.1,-0.2,13,0.874,0.0046930587040862805,0.061,0.003384641783113835
-2.7,6.1,-0.2,13,0.8102,0.005545736380319569,0.0456,0.0029502759192997527
-2.6,6.1,-0.2,13,0.7158,0.006378563474639097,0.0526,0.003156999841621789
-2.5,6.1,-0.2,13,0.624,0.006850167881154447,0.0818,0.003875790500014158
-3.5,6.2,-0.2,13,0.999,0.0004469899327725404,0.5888,0.006958657341757819
-3.4,6.2,-0.2,13,0.9966,0.0008232180756032946,0.4658,0.007054507211705152
-3.3,6.2,-0.2,13,0.9904,0.0013789735312905794,0.3588,0.006783252317288514
-3.2,6.2,-0.2,13,0.9824,0.0018595827488982549,0.2676,0.006260834449176882
-3.1,6.2,-0.2,13,0.9696,0.0024279967051048477,0.1782,0.005411926828773649
-3.0,6.2,-0.2,13,0.9386,0.003394997496317192,0.1108,0.004438994480735474
-2.9,6.2,-0.2,13,0.8952,0.004331673117861042,0.078,0.0037925189518313554
-2.8,6.2,-0.2,13,0.8406,0.005176710152210572,0.0562,0.003257040374327589
-2.7,6.2,-0.2,13,0.7696,0.005955095968999996,0.0502,0.003088040155179333
-2.6,6.2,-0.2,13,0.6824,0.006583771563473326,0.0626,0.003425820777565575
-2.5,6.2,-0.2,13,0.5854,0.006967163554847841,0.0958,0.004162267651172856
-3.5,6.3,-0.2,13,0.9978,0.0006625948988635484,0.5226,0.007063840881560117
-3.4,6.3,-0.2,13,0.9918,0.0012753634776015805,0.4168,0.006972485353157796
-3.3,6.3,-0.2,13,0.9908,0.0013502118352317896,0.3132,0.006559051150890653
-3.2,6.3,-0.2,13,0.9728,0.002300441696718263,0.2272,0.005925878162770476
-3.1,6.3,-0.2,13,0.9548,0.0029379230759160463,0.1478,0.005019066845540115
-3.0,6.3,-0.2,13,0.9138,0.00396911980166888,0.0966,0.004177761122898244
-2.9,6.3,-0.2,13,0.874,0.0046930587040862805,0.0692,0.003589188209052292
-2.8,6.3,-0.2,13,0.8114,0.005532269696968867,0.0474,0.0030051036587778464
-2.7,6.3,-0.2,13,0.7298,0.006279999363057293,0.0544,0.0032075111847038036
-2.6,6.3,-0.2,13,0.6248,0.0068472616424378,0.076,0.003747639256918947
-2.5,6.3,-0.2,13,0.5236,0.007063186816161669,0.1126,0.004470374480957943
-3.5,6.4,-0.2,13,0.9954,0.000956957679315031,0.4502,0.007035907333102107
-3.4,6.4,-0.2,13,0.9888,0.0014882580421418854,0.3544,0.0067646232711068245
-3.3,6.4,-0.2,13,0.9842,0.0017635396224638695,0.2752,0.006316089929695428
-3.2,6.4,-0.2,13,0.9618,0.002710747498384902,0.1884,0.005530016998165557
-3.1,6.4,-0.2,13,0.937,0.003436015133843271,0.1218,0.004625251560726184
-3.0,6.4,-0.2,13,0.8964,0.004309687691701106,0.0758,0.003743109936937466
-2.9,6.4,-0.2,13,0.8422,0.005155563208806581,0.0512,0.0031170036894427955
-2.8,6.4,-0.2,13,0.7664,0.005983828874558496,0.0518,0.003134222710657301
-2.7,6.4,-0.2,13,0.6686,0.0066569368331087534,0.0634,0.003446170048038837
-2.6,6.4,-0.2,13,0.582,0.006975327949279518,0.0826,0.0038929998715643444
-2.5,6.4,-0.2,13,0.4602,0.0070486305052825686,0.1434,0.004956539922163444
-3.5,6.5,-0.2,13,0.9932,0.0011622185680843365,0.4176,0.0069743851341892505
-3.4,6.5,-0.2,13,0.9856,0.0016847931623792855,0.3114,0.0065487409476936865
-3.3,6.5,-0.2,13,0.9716,0.0023491887961592183,0.2162,0.005821641692856062
-3.2,6.5,-0.2,13,0.9514,0.003040987997345599,0.1478,0.005019066845540115
-3.1,6.5,-0.2,13,0.9198,0.0038410404840355443,0.0986,0.004216112901714089
-3.0,6.5,-0.2,13,0.8624,0.004871678150288665,0.0578,0.003300277564084573
-2.9,6.5,-0.2,13,0.8098,0.005550206482645489,0.0502,0.003088040155179333
-2.8,6.5,-0.2,13,0.7314,0.006268238029941109,0.054,0.003196372944448129
-2.7,6.5,-0.2,13,0.6264,0.006841389332584428,0.0726,0.003669584172627738
-2.6,6.5,-0.2,13,0.5144,0.007068134690284276,0.1098,0.004421401587732107
-2.5,6.5,-0.2,13,0.4186,0.006976733333014814,0.1634,0.005228774999940234
-3.5,5.5,-0.1,13,0.9998,0.00019997999899988897,0.7718,0.005935061246524756
-3.4,5.5,-0.1,13,0.9998,0.00019997999899988897,0.6904,0.006538315379361874
-3.3,5.5,-0.1,13,0.999,0.0004469899327725404,0.5676,0.007006143589736082
-3.2,5.5,-0.1,13,0.9982,0.0005994597567810576,0.4594,0.007047717928521259
-3.1,5.5,-0.1,13,0.9956,0.000936017093861,0.3448,0.006721799758993122
-3.0,5.5,-0.1,13,0.9898,0.0014209827585160903,0.2448,0.006080673646891436
-2.9,5.5,-0.1,13,0.9758,0.0021732169703000204,0.1686,0.005294790647419405
-2.8,5.5,-0.1,13,0.9564,0.0028878725733660748,0.0922,0.004091433978448143
-2.7,5.5,-0.1,13,0.9068,0.004111295659521459,0.0656,0.0035013323178470224
-2.6,5.5,-0.1,13,0.857,0.0049507777166825015,0.0442,0.0029067631482458285
-2.5,5.5,-0.1,13,0.7798,0.0058602382204139105,0.052,0.003139936305086458
-3.5,5.6,-0.1,13,1.0,0.0,0.729,0.00628584123248432
-3.4,5.6,-0.1,13,0.9996,0.0002827861382741226,0.644,0.006771469559851835
-3.3,5.6,-0.1,13,0.9988,0.0004896039215529179,0.5046,0.00707076855794333
-3.2,5.6,-0.1,13,0.9958,0.0009145884320283065,0.39,0.006897825744392214
-3.1,5.6,-0.1,13,0.9894,0.0014482845024372838,0.2826,0.006367687806417648
-3.0,5.6,-0.1,13,0.98,0.001979898987322334,0.196,0.005613982543613758
-2.9,5.6,-0.1,13,0.9618,0.002710747498384902,0.1236,0.004654525539730124
