lbr_σ,rbr_σ,th_σ,nIntervals,Power,Power_SDE,TypeI,TypeI_SDE
0.6,0.2,0.6,12,0.5294,0.0070588333313657435,0.0484,0.0030350433275325743
0.8,0.2,0.6,12,0.4882,0.007069098386640265,0.0512,0.0031170036894427955
1.0,0.2,0.6,12,0.4412,0.007022001993733695,0.0528,0.003162662169755094
0.0,0.4,0.6,12,0.5848,0.006968629133480989,0.0492,0.0030587369942510585
0.2,0.4,0.6,12,0.5816,0.006976266049972578,0.0522,0.003145636978419474
0.4,0.4,0.6,12,0.5602,0.007019629050028214,0.0514,0.0031227564746550444
0.6,0.4,0.6,12,0.5118,0.007069098386640265,0.0512,0.0031170036894427955
0.8,0.4,0.6,12,0.467,0.007055650218087628,0.0474,0.0030051036587778464
1.0,0.4,0.6,12,0.4356,0.007012169992234929,0.0512,0.0031170036894427955
0.0,0.6,0.6,12,0.5754,0.0069902051472041935,0.0462,0.002968688599365046
0.2,0.6,0.6,12,0.5668,0.007007678074797671,0.0544,0.0032075111847038036
0.4,0.6,0.6,12,0.5444,0.0070431333935969155,0.0536,0.003185185708871619
0.6,0.6,0.6,12,0.503,0.007070940531499328,0.0498,0.0030763601869742106
0.8,0.6,0.6,12,0.4498,0.007035338797812086,0.0462,0.002968688599365046
1.0,0.6,0.6,12,0.4186,0.006976733333014814,0.0444,0.002913027291324268
0.0,0.8,0.6,12,0.5516,0.007033312732987209,0.0478,0.003017123133052412
0.2,0.8,0.6,12,0.5434,0.007044379887541557,0.0526,0.003156999841621789
0.4,0.8,0.6,12,0.5196,0.007065632880358277,0.0464,0.0029747954551531774
0.6,0.8,0.6,12,0.475,0.007062223445912767,0.051,0.003111237695837462
0.8,0.8,0.6,12,0.4366,0.007013992301107837,0.048,0.0030231109804305894
1.0,0.8,0.6,12,0.3962,0.006917016119686291,0.052,0.003139936305086458
0.0,1.0,0.6,12,0.5118,0.007069098386640265,0.0482,0.0030290843500965763
0.2,1.0,0.6,12,0.5276,0.007060286679731922,0.0442,0.0029067631482458285
0.4,1.0,0.6,12,0.4914,0.0070700217821446625,0.0514,0.0031227564746550444
0.6,1.0,0.6,12,0.4588,0.007047021498477211,0.051,0.003111237695837462
0.8,1.0,0.6,12,0.4226,0.006985831947592212,0.0538,0.0031907854832313627
1.0,1.0,0.6,12,0.3844,0.006879486027313377,0.0468,0.0029869636757081596
0.0,0.0,0.8,12,0.5122,0.007068962583010325,0.0552,0.0032296427046966045
0.2,0.0,0.8,12,0.5024,0.007070986352695075,0.0482,0.0030290843500965763
0.4,0.0,0.8,12,0.4936,0.007070488526261817,0.0456,0.0029502759192997527
0.6,0.0,0.8,12,0.4628,0.007051470201312631,0.0522,0.003145636978419474
0.8,0.0,0.8,12,0.428,0.00699737093485832,0.0518,0.003134222710657301
1.0,0.0,0.8,12,0.387,0.0068881202080103105,0.0522,0.003145636978419474
0.0,0.2,0.8,12,0.5128,0.007068750384615374,0.052,0.003139936305086458
0.2,0.2,0.8,12,0.5018,0.007071021991197595,0.051,0.003111237695837462
0.4,0.2,0.8,12,0.4994,0.0070710627206948175,0.0466,0.002980887116279313
0.6,0.2,0.8,12,0.4646,0.007053323188398501,0.0456,0.0029502759192997527
0.8,0.2,0.8,12,0.4278,0.006996958767921961,0.046,0.002962566454950842
1.0,0.2,0.8,12,0.3858,0.006884160951052786,0.0512,0.0031170036894427955
0.0,0.4,0.8,12,0.5068,0.007070413849273605,0.0582,0.003310974478911005
0.2,0.4,0.8,12,0.4956,0.007070794014818986,0.0524,0.003151324800778238
0.4,0.4,0.8,12,0.4796,0.007065179969399223,0.0516,0.0031284961243383375
0.6,0.4,0.8,12,0.4564,0.007044132877792696,0.0514,0.0031227564746550444
0.8,0.4,0.8,12,0.4138,0.006965192890365636,0.0544,0.0032075111847038036
1.0,0.4,0.8,12,0.3802,0.006865099562278758,0.0496,0.0030704996336101396
0.0,0.6,0.8,12,0.491,0.007069922206078367,0.0464,0.0029747954551531774
0.2,0.6,0.8,12,0.4966,0.007070904326887757,0.0542,0.0032019481569819336
0.4,0.6,0.8,12,0.4834,0.007067169730521547,0.0492,0.0030587369942510585
0.6,0.6,0.8,12,0.4392,0.007018594731140985,0.0486,0.0030409879973455995
0.8,0.6,0.8,12,0.4052,0.006942808653563772,0.0494,0.003064625262572897
1.0,0.6,0.8,12,0.3714,0.006833184323578576,0.0588,0.0033269373303385203
0.0,0.8,0.8,12,0.4662,0.0070548927702694395,0.049,0.0030528347482299137
0.2,0.8,0.8,12,0.4746,0.007061937977637583,0.054,0.003196372944448129
0.4,0.8,0.8,12,0.4634,0.007052098127507869,0.0476,0.0030111207215918795
0.6,0.8,0.8,12,0.43,0.007001428425685719,0.0446,0.0029192752525241603
0.8,0.8,0.8,12,0.3986,0.006924132292208172,0.0516,0.0031284961243383375
1.0,0.8,0.8,12,0.3612,0.006793151845792939,0.0498,0.0030763601869742106
0.0,1.0,0.8,12,0.4414,0.0070223363633480276,0.054,0.003196372944448129
0.2,1.0,0.8,12,0.4672,0.007055836732804976,0.0524,0.003151324800778238
0.4,1.0,0.8,12,0.4584,0.007046551497009016,0.0508,0.0031054584202658392
0.6,1.0,0.8,12,0.4028,0.006936168394726299,0.0512,0.0031170036894427955
0.8,1.0,0.8,12,0.3798,0.006863701042440587,0.0496,0.0030704996336101396
1.0,1.0,0.8,12,0.3404,0.006701161690333997,0.055,0.0032241277890307017
0.0,0.0,1.0,12,0.4442,0.0070268963276826565,0.0536,0.003185185708871619
0.2,0.0,1.0,12,0.449,0.007034187941759872,0.0526,0.003156999841621789
0.4,0.0,1.0,12,0.4192,0.006978128115762852,0.0514,0.0031227564746550444
0.6,0.0,1.0,12,0.4004,0.0069293555255882195,0.0524,0.003151324800778238
0.8,0.0,1.0,12,0.3784,0.006858767236172984,0.0516,0.0031284961243383375
1.0,0.0,1.0,12,0.3574,0.006777392418917471,0.0486,0.0030409879973455995
0.0,0.2,1.0,12,0.4396,0.007019285433717595,0.0466,0.002980887116279313
0.2,0.2,1.0,12,0.4402,0.007020312813543283,0.0504,0.0030938597253269257
0.4,0.2,1.0,12,0.419,0.006977664365674233,0.0496,0.0030704996336101396
0.6,0.2,1.0,12,0.4098,0.006955055139968338,0.0518,0.003134222710657301
0.8,0.2,1.0,12,0.3798,0.006863701042440587,0.0452,0.0029379230759160454
1.0,0.2,1.0,12,0.3562,0.006772319543553744,0.0514,0.0031227564746550444
0.0,0.4,1.0,12,0.4448,0.007027844050631744,0.05,0.0030822070014844883
0.2,0.4,1.0,12,0.4342,0.007009570029609519,0.05,0.0030822070014844883
0.4,0.4,1.0,12,0.4302,0.007001827761377739,0.0504,0.0030938597253269257
0.6,0.4,1.0,12,0.389,0.006894621091836737,0.051,0.003111237695837462
0.8,0.4,1.0,12,0.368,0.006820205275503076,0.0466,0.002980887116279313
1.0,0.4,1.0,12,0.3548,0.006766342586656398,0.0468,0.0029869636757081596
0.0,0.6,1.0,12,0.4252,0.006991494260885866,0.0566,0.003267917991627085
0.2,0.6,1.0,12,0.428,0.00699737093485832,0.0438,0.0028941858958954243
0.4,0.6,1.0,12,0.4222,0.006984943235273999,0.0494,0.003064625262572897
0.6,0.6,1.0,12,0.3978,0.006921779539973806,0.0538,0.0031907854832313627
0.8,0.6,1.0,12,0.3642,0.006805267959456115,0.0512,0.0031170036894427955
1.0,0.6,1.0,12,0.348,0.006736408538679939,0.047,0.002993025225419926
0.0,0.8,1.0,12,0.4096,0.006954535786089536,0.0486,0.0030409879973455995
0.2,0.8,1.0,12,0.4154,0.006969115295358515,0.0506,0.0030996657884359083
0.4,0.8,1.0,12,0.4106,0.006957120668782452,0.0518,0.003134222710657301
0.6,0.8,1.0,12,0.3822,0.0068720180442137955,0.0502,0.003088040155179333
0.8,0.8,1.0,12,0.3758,0.006849443189048289,0.0568,0.0032733395790843335
1.0,0.8,1.0,12,0.3344,0.00667198081532014,0.051,0.003111237695837462
0.0,1.0,1.0,12,0.4128,0.006962702923434261,0.0488,0.00304691844328003
0.2,1.0,1.0,12,0.394,0.00691034007846213,0.0514,0.0031227564746550444
0.4,1.0,1.0,12,0.3932,0.006907876084586347,0.0572,0.0032841485959073167
0.6,1.0,1.0,12,0.3798,0.006863701042440587,0.0502,0.003088040155179333
0.8,1.0,1.0,12,0.3468,0.0067309696181159515,0.0516,0.0031284961243383375
1.0,1.0,1.0,12,0.332,0.006659969969902267,0.0504,0.0030938597253269257
0.0,0.0,0.0,13,0.8242,0.0053832027641544395,0.0488,0.00304691844328003
0.2,0.0,0.0,13,0.8128,0.005516451033046519,0.0472,0.0029990718564249174
0.4,0.0,0.0,13,0.7602,0.006038144748182176,0.0508,0.0031054584202658392
0.6,0.0,0.0,13,0.705,0.006449418578445657,0.0468,0.0029869636757081596
0.8,0.0,0.0,13,0.6142,0.006884160951052786,0.0554,0.0032351457463304493
1.0,0.0,0.0,13,0.5356,0.007053121861984237,0.0566,0.003267917991627085
0.0,0.2,0.0,13,0.8178,0.00545899551199669,0.0486,0.0030409879973455995
0.2,0.2,0.0,13,0.8094,0.005554667226756253,0.047,0.002993025225419926
0.4,0.2,0.0,13,0.7592,0.006046740609617714,0.0468,0.0029869636757081596
0.6,0.2,0.0,13,0.6852,0.006568119365541403,0.0534,0.0031795735563122296
0.8,0.2,0.0,13,0.6308,0.006824827616870627,0.048,0.0030231109804305894
1.0,0.2,0.0,13,0.5422,0.007045837920361212,0.051,0.003111237695837462
0.0,0.4,0.0,13,0.8024,0.005631238584894091,0.05,0.0030822070014844883
0.2,0.4,0.0,13,0.795,0.0057092030967552726,0.0522,0.003145636978419474
0.4,0.4,0.0,13,0.741,0.006195466084161869,0.0514,0.0031227564746550444
0.6,0.4,0.0,13,0.6882,0.00655104205451316,0.0534,0.0031795735563122296
0.8,0.4,0.0,13,0.604,0.00691641525647499,0.0488,0.00304691844328003
1.0,0.4,0.0,13,0.5196,0.007065632880358277,0.0484,0.0030350433275325743
0.0,0.6,0.0,13,0.7786,0.005871661434381244,0.0464,0.0029747954551531774
0.2,0.6,0.0,13,0.7566,0.006068878644362564,0.044,0.002900482718445328
0.4,0.6,0.0,13,0.7228,0.0063302473885307195,0.0508,0.0031054584202658392
0.6,0.6,0.0,13,0.6588,0.006704961744857311,0.0458,0.0029564289269319497
0.8,0.6,0.0,13,0.5796,0.006980885903665809,0.0502,0.003088040155179333
1.0,0.6,0.0,13,0.5216,0.007064466575757862,0.0554,0.0032351457463304493
0.0,0.8,0.0,13,0.7508,0.006117178434539898,0.0552,0.0032296427046966045
0.2,0.8,0.0,13,0.7276,0.006296002541295548,0.0474,0.0030051036587778464
0.4,0.8,0.0,13,0.684,0.006574861215265308,0.0474,0.0030051036587778464
0.6,0.8,0.0,13,0.63,0.006827884006044625,0.0522,0.003145636978419474
0.8,0.8,0.0,13,0.5454,0.007041858277471934,0.0522,0.003145636978419474
1.0,0.8,0.0,13,0.4914,0.0070700217821446625,0.0484,0.0030350433275325743
0.0,1.0,0.0,13,0.7152,0.006382616391418178,0.0472,0.0029990718564249174
0.2,1.0,0.0,13,0.673,0.006634319859638966,0.0496,0.0030704996336101396
0.4,1.0,0.0,13,0.6368,0.006801261059538885,0.0526,0.003156999841621789
0.6,1.0,0.0,13,0.587,0.006963203285844813,0.0482,0.0030290843500965763
0.8,1.0,0.0,13,0.5314,0.0070571104568371325,0.0488,0.00304691844328003
1.0,1.0,0.0,13,0.4652,0.007053920328441483,0.0508,0.0031054584202658392
0.0,0.0,0.2,13,0.7758,0.00589803967433248,0.0548,0.003218600938296017
0.2,0.0,0.2,13,0.7706,0.005946017827083939,0.054,0.003196372944448129
0.4,0.0,0.2,13,0.7368,0.006227772635541538,0.0582,0.003310974478911005
0.6,0.0,0.2,13,0.6532,0.0067309696181159515,0.0474,0.0030051036587778464
0.8,0.0,0.2,13,0.589,0.006958146304871723,0.0506,0.0030996657884359083
1.0,0.0,0.2,13,0.5146,0.007068052631382989,0.0518,0.003134222710657301
0.0,0.2,0.2,13,0.7894,0.0057662403695995885,0.047,0.002993025225419926
0.2,0.2,0.2,13,0.7704,0.005947837253994094,0.0516,0.0031284961243383375
0.4,0.2,0.2,13,0.7212,0.006341459768854487,0.0584,0.0033163063790910513
0.6,0.2,0.2,13,0.668,0.006659969969902267,0.051,0.003111237695837462
0.8,0.2,0.2,13,0.5972,0.006936168394726299,0.0502,0.003088040155179333
1.0,0.2,0.2,13,0.5106,0.007069478622925456,0.0472,0.0029990718564249174
0.0,0.4,0.2,13,0.7604,0.0060364201311704615,0.0482,0.0030290843500965763
0.2,0.4,0.2,13,0.7396,0.006206316782118038,0.0494,0.003064625262572897
0.4,0.4,0.2,13,0.7018,0.006469571237725109,0.0478,0.003017123133052412
0.6,0.4,0.2,13,0.6534,0.006730058543578948,0.0506,0.0030996657884359083
0.8,0.4,0.2,13,0.5794,0.0069813414183808545,0.049,0.0030528347482299137
1.0,0.4,0.2,13,0.5058,0.007070592054418074,0.0492,0.0030587369942510585
0.0,0.6,0.2,13,0.7352,0.006239887178467252,0.0506,0.0030996657884359083
0.2,0.6,0.2,13,0.7336,0.006251896352307834,0.0474,0.0030051036587778464
0.4,0.6,0.2,13,0.6814,0.006589294954697354,0.0474,0.0030051036587778464
0.6,0.6,0.2,13,0.6286,0.006833184323578575,0.0534,0.0031795735563122296
0.8,0.6,0.2,13,0.566,0.007009193962218481,0.0542,0.0032019481569819336
1.0,0.6,0.2,13,0.4916,0.007070069872356284,0.0508,0.0031054584202658392
0.0,0.8,0.2,13,0.687,0.0065579112528304315,0.0494,0.003064625262572897
0.2,0.8,0.2,13,0.6976,0.006495448252430313,0.0496,0.0030704996336101396
0.4,0.8,0.2,13,0.6584,0.006706853807859539,0.0466,0.002980887116279313
0.6,0.8,0.2,13,0.606,0.00691034007846213,0.0476,0.0030111207215918795
0.8,0.8,0.2,13,0.541,0.007047254784666153,0.054,0.003196372944448129
1.0,0.8,0.2,13,0.4768,0.007063451847361883,0.05,0.0030822070014844883
0.0,1.0,0.2,13,0.6578,0.006709681959675883,0.0484,0.0030350433275325743
0.2,1.0,0.2,13,0.6448,0.006768056737350832,0.0506,0.0030996657884359083
0.4,1.0,0.2,13,0.5988,0.006931645692041681,0.0506,0.0030996657884359083
0.6,1.0,0.2,13,0.5766,0.00698759529452014,0.0542,0.0032019481569819336
0.8,1.0,0.2,13,0.501,0.00707105366971571,0.0454,0.002944107334999864
1.0,1.0,0.2,13,0.4498,0.007035338797812086,0.0494,0.003064625262572897
0.0,0.0,0.4,13,0.684,0.006574861215265308,0.0542,0.0032019481569819336
0.2,0.0,0.4,13,0.6918,0.006530126491883599,0.0494,0.003064625262572897
0.4,0.0,0.4,13,0.6466,0.006760302360101951,0.0542,0.0032019481569819336
0.6,0.0,0.4,13,0.5968,0.006937287077813632,0.0492,0.0030587369942510585
0.8,0.0,0.4,13,0.5346,0.007054117095710844,0.0498,0.0030763601869742106
1.0,0.0,0.4,13,0.475,0.007062223445912767,0.05,0.0030822070014844883
0.0,0.2,0.4,13,0.691,0.006534814457962827,0.0462,0.002968688599365046
0.2,0.2,0.4,13,0.6838,0.006575979926976663,0.0534,0.0031795735563122296
0.4,0.2,0.4,13,0.6374,0.00679884166604871,0.0514,0.0031227564746550444
0.6,0.2,0.4,13,0.607,0.006907257053273753,0.0544,0.0032075111847038036
0.8,0.2,0.4,13,0.5302,0.007058157833315999,0.05,0.0030822070014844883
1.0,0.2,0.4,13,0.4624,0.007051045879867752,0.047,0.002993025225419926
0.0,0.4,0.4,13,0.675,0.006623820649745885,0.047,0.002993025225419926
0.2,0.4,0.4,13,0.6708,0.006645710797198446,0.0568,0.0032733395790843335
0.4,0.4,0.4,13,0.6302,0.0068271217947243334,0.05,0.0030822070014844883
0.6,0.4,0.4,13,0.5764,0.006988033199692171,0.0512,0.0031170036894427955
0.8,0.4,0.4,13,0.5246,0.007062504371680063,0.049,0.0030528347482299137
1.0,0.4,0.4,13,0.4794,0.007065063906292709,0.0498,0.0030763601869742106
0.0,0.6,0.4,13,0.6622,0.006688664440678722,0.0522,0.003145636978419474
0.2,0.6,0.4,13,0.643,0.006775706605218381,0.0584,0.0033163063790910513
0.4,0.6,0.4,13,0.6124,0.006890083308640034,0.0544,0.0032075111847038036
0.6,0.6,0.4,13,0.577,0.0069867159667471816,0.0526,0.003156999841621789
0.8,0.6,0.4,13,0.5018,0.007071021991197595,0.0496,0.0030704996336101396
1.0,0.6,0.4,13,0.4624,0.007051045879867752,0.0478,0.003017123133052412
0.0,0.8,0.4,13,0.6398,0.006789049417996602,0.0532,0.003173948959892077
0.2,0.8,0.4,13,0.6278,0.006836185486073355,0.0498,0.0030763601869742106
0.4,0.8,0.4,13,0.589,0.006958146304871723,0.0492,0.0030587369942510585
0.6,0.8,0.4,13,0.5526,0.007031831055991035,0.0522,0.003145636978419474
0.8,0.8,0.4,13,0.4916,0.007070069872356284,0.0508,0.0031054584202658392
1.0,0.8,0.4,13,0.438,0.00701649485141976,0.051,0.003111237695837462
0.0,1.0,0.4,13,0.602,0.006922369536509879,0.054,0.003196372944448129
0.2,1.0,0.4,13,0.5672,0.0070069131577321555,0.0498,0.0030763601869742106
0.4,1.0,0.4,13,0.5518,0.007033018697543751,0.0462,0.002968688599365046
0.6,1.0,0.4,13,0.5316,0.007056931911248684,0.0504,0.0030938597253269257
0.8,1.0,0.4,13,0.4726,0.007060442479051862,0.0518,0.003134222710657301
1.0,1.0,0.4,13,0.413,0.0069632032858448125,0.0466,0.002980887116279313
0.0,0.0,0.6,13,0.605,0.006913392799487094,0.0582,0.003310974478911005
0.2,0.0,0.6,13,0.6076,0.006905392675293709,0.0512,0.0031170036894427955
0.4,0.0,0.6,13,0.5586,0.0070223363633480276,0.0552,0.0032296427046966045
0.6,0.0,0.6,13,0.5198,0.007065521353728966,0.0442,0.0029067631482458285
0.8,0.0,0.6,13,0.487,0.007068677386894949,0.0466,0.002980887116279313
1.0,0.0,0.6,13,0.4372,0.007015071774401171,0.0526,0.003156999841621789
0.0,0.2,0.6,13,0.5908,0.006953493510459329,0.0484,0.0030350433275325743
0.2,0.2,0.6,13,0.5938,0.006945524602216884,0.0518,0.003134222710657301
0.4,0.2,0.6,13,0.5672,0.0070069131577321555,0.0472,0.0029990718564249174
0.6,0.2,0.6,13,0.5286,0.007059490633183105,0.0568,0.0032733395790843335
0.8,0.2,0.6,13,0.4802,0.007065521353728966,0.0502,0.003088040155179333
1.0,0.2,0.6,13,0.4306,0.00700262293715719,0.0568,0.0032733395790843335
0.0,0.4,0.6,13,0.5946,0.006943354232645775,0.047,0.002993025225419926
0.2,0.4,0.6,13,0.5802,0.006979512303879118,0.0504,0.0030938597253269257
0.4,0.4,0.6,13,0.56,0.007019971509913697,0.0474,0.0030051036587778464
0.6,0.4,0.6,13,0.5072,0.007070334645545429,0.0492,0.0030587369942510585
0.8,0.4,0.6,13,0.4672,0.007055836732804976,0.0476,0.0030111207215918795
1.0,0.4,0.6,13,0.4206,0.0069813414183808545,0.0542,0.0032019481569819336
0.0,0.6,0.6,13,0.5772,0.0069862745437035325,0.0516,0.0031284961243383375
0.2,0.6,0.6,13,0.5658,0.007009570029609519,0.052,0.003139936305086458
0.4,0.6,0.6,13,0.526,0.007061501256815012,0.0552,0.0032296427046966045
0.6,0.6,0.6,13,0.5126,0.007068822249851809,0.0486,0.0030409879973455995
0.8,0.6,0.6,13,0.4658,0.007054507211705152,0.0478,0.003017123133052412
1.0,0.6,0.6,13,0.4224,0.006985388178190243,0.049,0.0030528347482299137
0.0,0.8,0.6,13,0.5484,0.007037861038696345,0.0516,0.0031284961243383375
0.2,0.8,0.6,13,0.5466,0.007040290334922275,0.052,0.003139936305086458
0.4,0.8,0.6,13,0.5212,0.007064708911200801,0.0486,0.0030409879973455995
0.6,0.8,0.6,13,0.4866,0.00706852799386124,0.05,0.0030822070014844883
0.8,0.8,0.6,13,0.4476,0.007032129691636808,0.0572,0.0032841485959073167
1.0,0.8,0.6,13,0.4012,0.006931645692041681,0.0444,0.002913027291324268
0.0,1.0,0.6,13,0.515,0.007067885115082163,0.0466,0.002980887116279313
0.2,1.0,0.6,13,0.5184,0.007066278228317931,0.0578,0.003300277564084573
0.4,1.0,0.6,13,0.4974,0.007070972210382389,0.0486,0.0030409879973455995
0.6,1.0,0.6,13,0.4684,0.007056931911248684,0.0504,0.0030938597253269257
0.8,1.0,0.6,13,0.4178,0.006974857131153297,0.049,0.0030528347482299137
1.0,1.0,0.6,13,0.384,0.006878139283265497,0.054,0.003196372944448129
0.0,0.0,0.8,13,0.5166,0.007067169730521547,0.0522,0.003145636978419474
0.2,0.0,0.8,13,0.509,0.007069922206078367,0.0468,0.0029869636757081596
0.4,0.0,0.8,13,0.4884,0.007069164589963937,0.048,0.0030231109804305894
0.6,0.0,0.8,13,0.4664,0.007055083840749166,0.0502,0.003088040155179333
0.8,0.0,0.8,13,0.435,0.00701106268692557,0.0498,0.0030763601869742106
1.0,0.0,0.8,13,0.3792,0.006861593983907821,0.0524,0.003151324800778238
0.0,0.2,0.8,13,0.5024,0.007070986352695075,0.0488,0.00304691844328003
0.2,0.2,0.8,13,0.5022,0.007070999363597765,0.0548,0.003218600938296017
0.4,0.2,0.8,13,0.481,0.007065960656556191,0.0492,0.0030587369942510585
0.6,0.2,0.8,13,0.4528,0.0070394908906823645,0.0498,0.0030763601869742106
0.8,0.2,0.8,13,0.422,0.006984497118619207,0.051,0.003111237695837462
1.0,0.2,0.8,13,0.3976,0.006921188337272726,0.051,0.003111237695837462
0.0,0.4,0.8,13,0.51,0.007069653456853455,0.049,0.0030528347482299137
0.2,0.4,0.8,13,0.4854,0.007068052631382989,0.0502,0.003088040155179333
0.4,0.4,0.8,13,0.4698,0.007058157833315999,0.0508,0.0031054584202658392
0.6,0.4,0.8,13,0.4598,0.0070481765017627075,0.05,0.0030822070014844883
0.8,0.4,0.8,13,0.4292,0.006999819426242366,0.0456,0.0029502759192997527
1.0,0.4,0.8,13,0.3806,0.006866493136965914,0.0494,0.003064625262572897
0.0,0.6,0.8,13,0.4956,0.007070794014818986,0.0544,0.0032075111847038036
0.2,0.6,0.8,13,0.496,0.007070841534074993,0.0492,0.0030587369942510585
0.4,0.6,0.8,13,0.4788,0.007064708911200801,0.0502,0.003088040155179333
0.6,0.6,0.8,13,0.4448,0.007027844050631744,0.047,0.002993025225419926
0.8,0.6,0.8,13,0.4034,0.006937844622071036,0.0444,0.002913027291324268
1.0,0.6,0.8,13,0.3768,0.0068530542096207,0.052,0.003139936305086458
0.0,0.8,0.8,13,0.4884,0.007069164589963937,0.049,0.0030528347482299137
0.2,0.8,0.8,13,0.4764,0.007063186816161669,0.048,0.0030231109804305894
0.4,0.8,0.8,13,0.4426,0.0070243183299164335,0.051,0.003111237695837462
0.6,0.8,0.8,13,0.44,0.007019971509913698,0.051,0.003111237695837462
0.8,0.8,0.8,13,0.3986,0.006924132292208172,0.0512,0.0031170036894427955
1.0,0.8,0.8,13,0.37,0.006827884006044625,0.0508,0.0031054584202658392
0.0,1.0,0.8,13,0.4428,0.007024644617345421,0.0594,0.0033428024171344617
0.2,1.0,0.8,13,0.444,0.007026578114559035,0.0516,0.0031284961243383375
0.4,1.0,0.8,13,0.4406,0.007020991952708677,0.0516,0.0031284961243383375
0.6,1.0,0.8,13,0.415,0.00696814178960216,0.0504,0.0030938597253269257
0.8,1.0,0.8,13,0.3886,0.006893330689876991,0.0444,0.002913027291324268
1.0,1.0,0.8,13,0.3546,0.00676548357473433,0.0538,0.0031907854832313627
0.0,0.0,1.0,13,0.443,0.007024969750824553,0.0498,0.0030763601869742106
0.2,0.0,1.0,13,0.4292,0.006999819426242366,0.0508,0.0031054584202658392
0.4,0.0,1.0,13,0.4288,0.006999007929699752,0.053,0.003168311853337673
0.6,0.0,1.0,13,0.4134,0.0069642004566209895,0.0568,0.0032733395790843335
0.8,0.0,1.0,13,0.3756,0.006848717252157516,0.0436,0.0028878725733660756
1.0,0.0,1.0,13,0.3608,0.0067915147058664315,0.0468,0.0029869636757081596
0.0,0.2,1.0,13,0.4542,0.007041340213340071,0.0526,0.003156999841621789
0.2,0.2,1.0,13,0.4364,0.007013630158484265,0.0546,0.003213062090903318
0.4,0.2,1.0,13,0.4218,0.006984049828000943,0.0548,0.003218600938296017
0.6,0.2,1.0,13,0.4008,0.0069305030120475385,0.0506,0.0030996657884359083
0.8,0.2,1.0,13,0.3888,0.006893976501265434,0.0486,0.0030409879973455995
1.0,0.2,1.0,13,0.3422,0.006709681959675883,0.0548,0.003218600938296017
0.0,0.4,1.0,13,0.4324,0.007006143589736082,0.0498,0.0030763601869742106
0.2,0.4,1.0,13,0.4232,0.006987156216945489,0.054,0.003196372944448129
0.4,0.4,1.0,13,0.421,0.006982248921371967,0.0456,0.0029502759192997527
0.6,0.4,1.0,13,0.3954,0.006914605411735365,0.0506,0.0030996657884359083
0.8,0.4,1.0,13,0.377,0.0068537726837122346,0.0534,0.0031795735563122296
1.0,0.4,1.0,13,0.3508,0.0067489163574606555,0.0518,0.003134222710657301
0.0,0.6,1.0,13,0.4406,0.007020991952708677,0.0516,0.0031284961243383375
0.2,0.6,1.0,13,0.443,0.007024969750824553,0.0508,0.0031054584202658392
0.4,0.6,1.0,13,0.415,0.00696814178960216,0.0534,0.0031795735563122296
0.6,0.6,1.0,13,0.4124,0.006961698643291018,0.0464,0.0029747954551531774
0.8,0.6,1.0,13,0.371,0.0068316762218360435,0.0506,0.0030996657884359083
1.0,0.6,1.0,13,0.3402,0.006700208354969269,0.0504,0.0030938597253269257
0.0,0.8,1.0,13,0.4182,0.006975797588806602,0.0448,0.002925507135523686
0.2,0.8,1.0,13,0.4216,0.006983601363193635,0.0494,0.003064625262572897
0.4,0.8,1.0,13,0.4042,0.0069400628239231375,0.0522,0.003145636978419474
0.6,0.8,1.0,13,0.3968,0.006918811458624956,0.0516,0.0031284961243383375
0.8,0.8,1.0,13,0.363,0.006800455867072442,0.0512,0.0031170036894427955
1.0,0.8,1.0,13,0.3442,0.006719023143285041,0.0444,0.002913027291324268
0.0,1.0,1.0,13,0.3928,0.006906636808172267,0.0504,0.0030938597253269257
0.2,1.0,1.0,13,0.3966,0.006918214220447355,0.0466,0.002980887116279313
0.4,1.0,1.0,13,0.3774,0.006855205905003875,0.0476,0.0030111207215918795
0.6,1.0,1.0,13,0.366,0.006812400457988359,0.0462,0.002968688599365046
0.8,1.0,1.0,13,0.3498,0.006744478630702302,0.0546,0.003213062090903318
1.0,1.0,1.0,13,0.32,0.006596969000988257,0.0544,0.0032075111847038036
0.0,0.0,0.0,14,0.8174,0.005463647865666307,0.0512,0.0031170036894427955
0.2,0.0,0.0,14,0.813,0.005514181716265797,0.0518,0.003134222710657301
0.4,0.0,0.0,14,0.7712,0.005940548122858698,0.0528,0.003162662169755094
0.6,0.0,0.0,14,0.7138,0.006392019399219624,0.0498,0.0030763601869742106
0.8,0.0,0.0,14,0.6114,0.006893330689876991,0.0528,0.003162662169755094
1.0,0.0,0.0,14,0.545,0.007042371759570777,0.0516,0.0031284961243383375
0.0,0.2,0.0,14,0.8226,0.005402392803193785,0.053,0.003168311853337673
0.2,0.2,0.0,14,0.8022,0.00563338548299333,0.0534,0.0031795735563122296
0.4,0.2,0.0,14,0.7618,0.006024296805437129,0.0478,0.003017123133052412
0.6,0.2,0.0,14,0.7,0.006480740698407861,0.0502,0.003088040155179333
0.8,0.2,0.0,14,0.6046,0.006914605411735365,0.0488,0.00304691844328003
1.0,0.2,0.0,14,0.5334,0.007055273772150873,0.0494,0.003064625262572897
0.0,0.4,0.0,14,0.8028,0.005626938066124418,0.0502,0.003088040155179333
0.2,0.4,0.0,14,0.7916,0.0057440306405867995,0.0466,0.002980887116279313
